분류,코드값,상세설명
산업,22229,기타 건축용 플라스틱 조립제품 제조업
산업,2223,포장용 플라스틱제품 제조업
산업,22231,"플라스틱 포대, 봉투 및 유사제품 제조업"
산업,22232,포장용 플라스틱 성형용기 제조업
산업,2224,기계장비 조립용 플라스틱제품 제조업
산업,22241,운송장비 조립용 플라스틱제품 제조업
산업,22249,기타 기계·장비 조립용 플라스틱제품 제조업
산업,2225,플라스틱 발포 성형제품 제조업
산업,22251,폴리스티렌 발포 성형제품 제조업
산업,22259,기타 플라스틱 발포 성형제품 제조업
산업,2229,기타 플라스틱 제품 제조업
산업,22291,플라스틱 접착처리 제품 제조업
산업,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
산업,22299,그 외 기타 플라스틱 제품 제조업
산업,23,비금속 광물제품 제조업
산업,231,유리 및 유리제품 제조업
산업,2311,판유리 및 판유리 가공품 제조업
산업,23111,판유리 제조업
산업,23112,안전유리 제조업
산업,23119,기타 판유리 가공품 제조업
산업,2312,산업용 유리 제조업
산업,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
산업,23122,디스플레이 장치용 유리 제조업
산업,23129,기타 산업용 유리제품 제조업
산업,2319,기타 유리제품 제조업
산업,23191,가정용 유리제품 제조업
산업,23192,포장용 유리용기 제조업
산업,23199,그 외 기타 유리제품 제조업
산업,232,"내화, 비내화 요업제품 제조업"
산업,2321,내화 요업제품 제조업
산업,23211,정형 내화 요업제품 제조업
산업,23212,부정형 내화 요업제품 제조업
산업,2322,비내화 일반 도자기 제조업
산업,23221,가정용 및 장식용 도자기 제조업
산업,23222,위생용 및 산업용 도자기 제조업
산업,23229,기타 일반 도자기 제조업
산업,2323,건축용 비내화 요업제품 제조업
산업,23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업"
산업,23232,타일 및 유사 비내화 요업제품 제조업
산업,23239,기타 건축용 비내화 요업제품 제조업
산업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업"
산업,2331,"시멘트, 석회 및 플라스터 제조업"
산업,23311,시멘트 제조업
산업,23312,석회 및 플라스터 제조업
산업,2332,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업"
산업,23321,비내화 모르타르 제조업
산업,23322,레미콘 제조업
산업,23323,플라스터 혼합제품 제조업
산업,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
산업,23325,콘크리트 관 및 기타 구조용 콘크리트제품 제조업
산업,23326,인조대리석 제품 제조업
산업,23329,그 외 기타 콘크리트 제품 및 유사 제품 제조업
산업,239,기타 비금속 광물제품 제조업
산업,2391,석제품 제조업
산업,23911,건설용 석제품 제조업
산업,23919,기타 석제품 제조업
산업,2399,그 외 기타 비금속 광물제품 제조업
산업,23991,아스팔트 콘크리트 및 혼합제품 제조업
산업,23992,연마재 제조업
산업,23993,비금속광물 분쇄물 생산업
산업,23994,암면 및 유사 제품 제조업
산업,23995,탄소섬유 제조업
산업,23999,그 외 기타 분류 안된 비금속 광물제품 제조업
산업,24,1차 금속 제조업
산업,241,1차 철강 제조업
산업,2411,"제철, 제강 및 합금철 제조업"
산업,24111,제철업
산업,24112,제강업
산업,24113,합금철 제조업
산업,24119,기타 제철 및 제강업
산업,2412,"철강 압연, 압출 및 연신제품 제조업"
산업,24121,열간 압연 및 압출제품 제조업
산업,24122,냉간 압연 및 압출 제품 제조업
산업,24123,철강선 제조업
산업,2413,철강관 제조업
산업,24131,주철관 제조업
산업,24132,강관 제조업
산업,24133,강관 가공품 및 관 연결구류 제조업
산업,2419,기타 1차 철강 제조업
산업,24191,"도금, 착색 및 기타 표면 처리 강재 제조업"
산업,24199,그 외 기타 1차 철강 제조업
산업,242,1차 비철금속 제조업
산업,2421,"비철금속 제련, 정련 및 합금 제조업"
산업,24211,"동 제련, 정련 및 합금 제조업"
산업,24212,"알루미늄 제련, 정련 및 합금 제조업"
산업,24213,"연 및 아연 제련, 정련 및 합금 제조업"
산업,24219,"기타 비철금속 제련, 정련 및 합금 제조업"
산업,2422,"비철금속 압연, 압출 및 연신제품 제조업"
산업,24221,"동 압연, 압출 및 연신제품 제조업"
산업,24222,"알루미늄 압연, 압출 및 연신제품 제조업"
산업,24229,"기타 비철금속 압연, 압출 및 연신제품 제조업"
산업,2429,기타 1차 비철금속 제조업
산업,24290,기타 1차 비철금속 제조업
산업,243,금속 주조업
산업,2431,철강 주조업
산업,24311,선철 주물 주조업
산업,24312,강 주물 주조업
산업,2432,비철금속 주조업
산업,24321,알루미늄 주물 주조업
산업,24329,기타 비철금속 주조업
산업,25,금속 가공제품 제조업; 기계 및 가구 제외
산업,251,"구조용 금속제품, 탱크 및 증기발생기 제조업"
산업,2511,구조용 금속제품 제조업
산업,25111,"금속 문, 창, 셔터 및 관련제품 제조업"
산업,25112,구조용 금속 판제품 및 공작물 제조업
산업,25113,육상 금속 골조 구조재 제조업
산업,25114,수상 금속 골조 구조재 제조업
산업,25119,기타 구조용 금속제품 제조업
산업,2512,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업"
산업,25121,산업용 난방보일러 및 방열기 제조업
산업,25122,금속 탱크 및 저장 용기 제조업
산업,25123,압축 및 액화 가스 용기 제조업
산업,2513,핵반응기 및 증기보일러 제조업
산업,25130,핵반응기 및 증기보일러 제조업
산업,252,무기 및 총포탄 제조업
산업,2520,무기 및 총포탄 제조업
산업,25200,무기 및 총포탄 제조업
산업,259,기타 금속 가공제품 제조업
산업,2591,"금속 단조, 압형 및 분말 야금제품 제조업"
산업,25911,분말 야금제품 제조업
산업,25912,금속 단조제품 제조업
산업,25913,자동차용 금속 압형제품 제조업
산업,25914,그 외 금속 압형제품 제조업
산업,2592,"금속 열처리, 도금 및 기타 금속 가공업"
산업,25921,금속 열처리업
산업,25922,도금업
산업,25923,도장 및 기타 피막 처리업
산업,25924,절삭 가공 및 유사 처리업
산업,25929,그 외 기타 금속 가공업
산업,2593,"날붙이, 수공구 및 일반 철물 제조업"
산업,25931,날붙이 제조업
산업,25932,일반 철물 제조업
산업,25933,비동력식 수공구 제조업
산업,25934,톱 및 호환성 공구 제조업
산업,2594,"금속 파스너, 스프링 및 금속선 가공제품 제조업"
산업,25941,볼트 및 너트류 제조업
산업,25942,그 외 금속 파스너 및 나사제품 제조업
산업,25943,금속 스프링 제조업
산업,25944,금속선 가공제품 제조업
산업,2599,그 외 기타 금속 가공제품 제조업
산업,25991,금속 캔 및 기타 포장용기 제조업
산업,25992,수동식 식품 가공 기기 및 금속 주방용기 제조업
산업,25993,금속 위생용품 제조업
산업,25994,금속 표시판 제조업
산업,25995,피복 및 충전 용접봉 제조업
산업,25999,그 외 기타 분류 안된 금속 가공제품 제조업
산업,26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
산업,261,반도체 제조업
산업,2611,전자집적회로 제조업
산업,26111,메모리용 전자집적회로 제조업
산업,26112,비메모리용 및 기타 전자집적회로 제조업
산업,2612,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업"
산업,26121,발광 다이오드 제조업
산업,26129,기타 반도체 소자 제조업
산업,262,전자 부품 제조업
산업,2621,표시장치 제조업
산업,26211,액정 표시장치 제조업
산업,26212,유기 발광 표시장치 제조업
산업,26219,기타 표시장치 제조업
산업,2622,인쇄회로기판 및 전자부품 실장기판 제조업
산업,26221,인쇄회로기판용 적층판 제조업
산업,26222,경성 인쇄회로기판 제조업
산업,26223,연성 및 기타 인쇄회로기판 제조업
산업,26224,전자 부품 실장기판 제조업
산업,2629,기타 전자 부품 제조업
산업,26291,전자 축전기 제조업
산업,26292,전자 저항기 및 전자카드 제조업
산업,26293,"전자코일, 변성기 및 기타 전자 유도자 제조업"
산업,26294,전자 감지장치 제조업
산업,26299,그 외 기타 전자 부품 제조업
산업,263,컴퓨터 및 주변 장치 제조업
산업,2631,컴퓨터 제조업
산업,26310,컴퓨터 제조업
산업,2632,기억 장치 및 주변 기기 제조업
산업,26321,기억 장치 제조업
산업,26322,컴퓨터 모니터 제조업
산업,26323,컴퓨터 프린터 제조업
산업,26329,기타 주변 기기 제조업
산업,264,통신 및 방송장비 제조업
산업,2641,유선 통신장비 제조업
산업,26410,유선 통신장비 제조업
산업,2642,방송 및 무선 통신장비 제조업
산업,26421,방송장비 제조업
산업,26422,이동 전화기 제조업
산업,26429,기타 무선 통신장비 제조업
산업,265,영상 및 음향 기기 제조업
산업,2651,"텔레비전, 비디오 및 기타 영상 기기 제조업"
산업,26511,텔레비전 제조업
산업,26519,비디오 및 기타 영상 기기 제조업
산업,2652,"오디오, 스피커 및 기타 음향 기기 제조업"
산업,26521,"라디오, 녹음 및 재생 기기 제조업"
산업,26529,기타 음향기기 제조업
산업,266,마그네틱 및 광학 매체 제조업
산업,2660,마그네틱 및 광학 매체 제조업
산업,26600,마그네틱 및 광학 매체 제조업
산업,27,"의료, 정밀, 광학 기기 및 시계 제조업"
산업,271,의료용 기기 제조업
산업,2711,방사선 장치 및 전기식 진단 기기 제조업
산업,27111,방사선 장치 제조업
산업,27112,전기식 진단 및 요법 기기 제조업
산업,2719,기타 의료용 기기 제조업
산업,27191,치과용 기기 제조업
산업,27192,치과기공물 제조업
산업,27193,치과용 임플란트 제조업
산업,27194,정형 외과용 및 신체 보정용 기기 제조업
산업,27195,안경 및 안경렌즈 제조업
산업,27196,의료용 가구 제조업
산업,27199,그 외 기타 의료용 기기 제조업
산업,272,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외"
산업,2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업"
산업,27211,"레이더, 항행용 무선 기기 및 측량 기구 제조업"
산업,27212,"전자기 측정, 시험 및 분석 기구 제조업"
산업,27213,"물질 검사, 측정 및 분석 기구 제조업"
산업,27214,속도계 및 적산계기 제조업
산업,27215,기기용 자동 측정 및 제어장치 제조업
산업,27216,산업 처리공정 제어장비 제조업
산업,27219,"기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
산업,2722,시계 및 시계 부품 제조업
산업,27220,시계 및 시계 부품 제조업
산업,273,사진장비 및 광학 기기 제조업
산업,2730,사진장비 및 광학기기 제조업
산업,27301,광학 렌즈 및 광학 요소 제조업
산업,27309,기타 광학 기기 및 사진기 제조업
산업,28,전기장비 제조업
산업,281,"전동기, 발전기 및 전기 변환·공급·제어 장치 제조업"
산업,2811,"전동기, 발전기 및 전기 변환장치 제조업"
산업,28111,전동기 및 발전기 제조업
산업,28112,변압기 제조업
산업,28113,에너지 저장장치 제조업
산업,28119,기타 전기 변환장치 제조업
산업,2812,전기 공급 및 제어장치 제조업
산업,28121,"전기회로 개폐, 보호 장치 제조업"
산업,28122,전기회로 접속장치 제조업
산업,28123,배전반 및 전기 자동제어반 제조업
산업,282,일차전지 및 이차전지 제조업
산업,2820,일차전지 및 이차전지 제조업
산업,28201,일차전지 제조업
산업,28202,운송장비용 이차전지 제조업
산업,28209,기타 이차전지 제조업
산업,283,절연선 및 케이블 제조업
산업,2830,절연선 및 케이블 제조업
산업,28301,광섬유 케이블 제조업
산업,28302,기타 절연선 및 케이블 제조업
산업,28303,절연 코드세트 및 기타 도체 제조업
산업,284,전구 및 조명장치 제조업
산업,2841,전구 및 램프 제조업
산업,28410,전구 및 램프 제조업
산업,2842,조명장치 제조업
산업,28421,운송장비용 조명장치 제조업
산업,28422,일반용 전기 조명장치 제조업
산업,28423,전시 및 광고용 조명장치 제조업
산업,28429,기타 조명장치 제조업
산업,285,가정용 기기 제조업
산업,2851,가정용 전기 기기 제조업
산업,28511,주방용 전기 기기 제조업
산업,28512,가정용 전기 난방기기 제조업
산업,28519,기타 가정용 전기 기기 제조업
산업,2852,가정용 비전기식 조리 및 난방 기구 제조업
산업,28520,가정용 비전기식 조리 및 난방 기구 제조업
산업,289,기타 전기장비 제조업
산업,2890,기타 전기장비 제조업
산업,28901,전기 경보 및 신호장치 제조업
산업,28902,전기용 탄소제품 및 절연제품 제조업
산업,28903,교통 신호장치 제조업
산업,28909,그 외 기타 전기장비 제조업
산업,29,기타 기계 및 장비 제조업
산업,291,일반 목적용 기계 제조업
산업,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외
산업,29111,내연기관 제조업
산업,29119,기타 기관 및 터빈 제조업
산업,2912,유압 기기 제조업
산업,29120,유압 기기 제조업
산업,2913,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함"
산업,29131,액체 펌프 제조업
산업,29132,기체 펌프 및 압축기 제조업
산업,29133,"탭, 밸브 및 유사 장치 제조업"
산업,2914,"베어링, 기어 및 동력 전달장치 제조업"
산업,29141,구름베어링 제조업
산업,29142,기어 및 동력전달장치 제조업
산업,2915,"산업용 오븐, 노 및 노용 버너 제조업"
산업,29150,"산업용 오븐, 노 및 노용 버너 제조업"
산업,2916,"산업용 트럭, 승강기 및 물품 취급장비 제조업"
산업,29161,산업용 트럭 및 적재기 제조업
산업,29162,승강기 제조업
산업,29163,컨베이어 장치 제조업
산업,29169,기타 물품 취급장비 제조업
산업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업"
산업,29171,산업용 냉장 및 냉동장비 제조업
산업,29172,가정용 및 산업용 공기 조화장치 제조업
산업,29173,운송장비용 공기 조화장치 제조업
산업,29174,산업용 송풍기 및 배기장치 제조업
산업,29175,기체 여과기 제조업
산업,29176,액체 여과기 제조업
산업,29177,"증류기, 열 교환기 및 가스 발생기 제조업"
산업,2918,사무용 기계 및 장비 제조업
산업,29180,사무용 기계 및 장비 제조업
산업,2919,기타 일반 목적용 기계 제조업
산업,29191,"용기 세척, 포장 및 충전기 제조업"
산업,29192,분사기 및 소화기 제조업
산업,29193,동력식 수지 공구 제조업
산업,29199,그 외 기타 일반 목적용 기계 제조업
산업,292,특수 목적용 기계 제조업
산업,2921,농업 및 임업용 기계 제조업
산업,29210,농업 및 임업용 기계 제조업
산업,2922,가공 공작기계 제조업
산업,29221,전자 응용 절삭기계 제조업
산업,29222,디지털 적층 성형기계 제조업
산업,29223,금속 절삭기계 제조업
산업,29224,금속 성형기계 제조업
산업,29229,기타 가공 공작기계 제조업
산업,2923,금속 주조 및 기타 야금용 기계 제조업
산업,29230,금속 주조 및 기타 야금용 기계 제조업
산업,2924,건설 및 광업용 기계장비 제조업
산업,29241,건설 및 채광용 기계장비 제조업
산업,29242,광물 처리 및 취급장비 제조업
산업,2925,음·식료품 및 담배 가공기계 제조업
산업,29250,음·식료품 및 담배 가공기계 제조업
산업,2926,"섬유, 의복 및 가죽 가공기계 제조업"
산업,29261,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
산업,29269,"기타 섬유, 의복 및 가죽 가공기계 제조업"
산업,2927,반도체 및 디스플레이 제조용 기계 제조업
산업,29271,반도체 제조용 기계 제조업
산업,29272,디스플레이 제조용 기계 제조업
산업,2928,산업용 로봇 제조업
산업,29280,산업용 로봇 제조업
산업,2929,기타 특수 목적용 기계 제조업
산업,29291,"고무, 화학섬유 및 플라스틱 성형기 제조업"
산업,29292,인쇄 및 제책용 기계 제조업
산업,29293,주형 및 금형 제조업
산업,29299,그 외 기타 특수 목적용 기계 제조업
산업,30,자동차 및 트레일러 제조업
산업,301,자동차용 엔진 및 자동차 제조업
산업,3011,자동차용 엔진 제조업
산업,30110,자동차용 엔진 제조업
산업,3012,자동차 제조업
산업,30121,내연기관 승용차 및 기타 여객용 자동차 제조업
산업,30122,전기 승용차 및 기타 여객용 전기 자동차 제조업
산업,30123,내연기관 화물 자동차 및 특수 목적용 자동차 제조업
산업,30124,전기 화물 자동차 및 특수 목적용 전기 자동차 제조업
산업,302,자동차 차체 및 트레일러 제조업
산업,3020,자동차 차체 및 트레일러 제조업
산업,30201,차체 및 특장차 제조업
산업,30202,자동차 구조 및 장치 변경업
산업,30203,트레일러 및 세미 트레일러 제조업
산업,303,자동차 신품 부품 제조업
산업,3031,자동차 엔진용 신품 부품 제조업
산업,30310,자동차 엔진용 신품 부품 제조업
산업,3032,자동차 차체용 신품 부품 제조업
산업,30320,자동차 차체용 신품 부품 제조업
산업,3033,자동차용 신품 동력 전달장치 및 전기장치 제조업
산업,30331,자동차용 신품 동력 전달장치 제조업
산업,30332,자동차용 신품 전기장치 제조업
산업,3039,자동차용 기타 신품 부품 제조업
산업,30391,자동차용 신품 조향장치 및 현가장치 제조업
산업,30392,자동차용 신품 제동장치 제조업
산업,30393,자동차용 신품 의자 제조업
산업,30399,그 외 자동차용 신품 부품 제조업
산업,304,자동차 재제조 부품 제조업
산업,3040,자동차 재제조 부품 제조업
산업,30400,자동차 재제조 부품 제조업
산업,31,기타 운송장비 제조업
산업,311,선박 및 보트 건조업
산업,3111,선박 및 수상 부유 구조물 건조업
산업,31111,강선 건조업
산업,31112,합성수지선 건조업
산업,31113,기타 선박 건조업
산업,31114,선박 구성 부분품 제조업
산업,3112,오락 및 스포츠용 보트 건조업
산업,31120,오락 및 스포츠용 보트 건조업
산업,312,철도장비 제조업
산업,3120,철도장비 제조업
산업,31201,기관차 및 기타 철도 차량 제조업
산업,31202,철도 차량 부품 및 관련 장치물 제조업
산업,313,"항공기, 우주선 및 부품 제조업"
산업,3131,"항공기, 우주선 및 보조장치 제조업"
산업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업"
산업,31312,무인 항공기 및 무인 비행장치 제조업
산업,3132,항공기용 엔진 및 부품 제조업
산업,31321,항공기용 엔진 제조업
산업,31322,항공기용 부품 제조업
산업,319,그 외 기타 운송장비 제조업
산업,3191,전투용 차량 제조업
산업,31910,전투용 차량 제조업
산업,3192,모터사이클 제조업 및 개인용 전기식 이동수단 제조업
산업,31921,모터사이클 제조업
산업,31922,개인용 전기식 이동수단 제조업
산업,3199,그 외 기타 분류 안된 운송장비 제조업
산업,31991,자전거 및 환자용 차량 제조업
산업,31999,그 외 기타 달리 분류되지 않은 운송장비 제조업
산업,32,가구 제조업
산업,320,가구 제조업
산업,3201,침대 및 내장 가구 제조업
산업,32011,매트리스 및 침대 제조업
산업,32019,소파 및 기타 내장 가구 제조업
산업,3202,목재 가구 제조업
산업,32021,주방용 및 음식점용 목재 가구 제조업
산업,32029,기타 목재 가구 제조업
산업,3209,기타 가구 제조업
산업,32091,금속 가구 제조업
산업,32099,그 외 기타 가구 제조업
산업,33,기타 제품 제조업
산업,331,귀금속 및 장신용품 제조업
산업,3311,귀금속 및 관련제품 제조업
산업,33110,귀금속 및 관련제품 제조업
산업,3312,모조 귀금속 및 모조 장신용품 제조업
산업,33120,모조 귀금속 및 모조 장신용품 제조업
산업,332,악기 제조업
산업,3320,악기 제조업
산업,33201,건반 악기 제조업
산업,33209,기타 악기 및 전자 악기 제조업
산업,333,운동 및 경기용구 제조업
산업,3330,운동 및 경기용구 제조업
산업,33301,"체조, 육상 및 체력 단련용 장비 제조업"
산업,33302,놀이터용 장비 제조업
산업,33303,낚시 및 수렵용구 제조업
산업,33309,기타 운동 및 경기용구 제조업
산업,334,"인형, 장난감 및 오락용품 제조업"
산업,3340,"인형, 장난감 및 오락용품 제조업"
산업,33401,인형 및 장난감 제조업
산업,33402,영상게임기 제조업
산업,33409,기타 오락용품 제조업
산업,339,그 외 기타 제품 제조업
산업,3391,간판 및 광고물 제조업
산업,33910,간판 및 광고물 제조업
산업,3392,사무 및 회화용품 제조업
산업,33920,사무 및 회화용품 제조업
산업,3393,"가발, 장식용품 및 전시용 모형 제조업"
산업,33931,가발 및 유사 제품 제조업
산업,33932,전시용 모형 제조업
산업,33933,표구 처리업
산업,3399,그 외 기타 분류 안된 제품 제조업
산업,33991,단추 및 유사 파스너 제조업
산업,33992,"라이터, 연소물 및 흡연용품 제조업"
산업,33993,비 및 솔 제조업
산업,33999,그 외 기타 달리 분류되지 않은 제품 제조업
산업,34,산업용 기계 및 장비 수리업
산업,340,산업용 기계 및 장비 수리업
산업,3401,일반 기계류 수리업
산업,34011,건설·광업용 기계 및 장비 수리업
산업,34019,기타 일반 기계 및 장비 수리업
산업,3402,전기·전자 및 정밀 기기 수리업
산업,34020,전기·전자 및 정밀 기기 수리업
산업,35,"전기, 가스, 증기 및 공기 조절 공급업"
산업,351,전기업
산업,3511,발전업
산업,35111,원자력 발전업
산업,35112,수력 발전업
산업,35113,화력 발전업
산업,35114,태양력 발전업
산업,35115,풍력 발전업
산업,35119,기타 발전업
산업,3512,송전 및 배전업
산업,35120,송전 및 배전업
산업,3513,전기 판매업
산업,35130,전기 판매업
산업,352,연료용 가스 제조 및 배관공급업
산업,3520,연료용 가스 제조 및 배관공급업
산업,35200,연료용 가스 제조 및 배관공급업
산업,353,"증기, 냉·온수 및 공기 조절 공급업"
산업,3530,"증기, 냉·온수 및 공기 조절 공급업"
산업,35300,"증기, 냉·온수 및 공기 조절 공급업"
산업,36,수도업
산업,360,수도업
산업,3601,생활용수 공급업
산업,36010,생활용수 공급업
산업,3602,산업용수 공급업
산업,36020,산업용수 공급업
산업,37,"하수, 폐수 및 분뇨 처리업"
산업,370,"하수, 폐수 및 분뇨 처리업"
산업,3701,하수 및 폐수 처리업
산업,37011,하수 처리업
산업,37012,폐수 처리업
산업,3702,분뇨 처리업
산업,37021,사람 분뇨 처리업
산업,37022,축산 분뇨 처리업
산업,38,"폐기물 수집, 운반, 처리 및 원료 재생업"
산업,381,"폐기물 수집, 운반업"
산업,3811,"지정 외 폐기물 수집, 운반업"
산업,38110,"지정 외 폐기물 수집, 운반업"
산업,3812,"지정 폐기물 수집, 운반업"
산업,38120,"지정 폐기물 수집, 운반업"
산업,3813,"건설 폐기물 수집, 운반업"
산업,38130,"건설 폐기물 수집, 운반업"
산업,382,폐기물 처리업
산업,3821,지정 외 폐기물 처리업
산업,38210,지정 외 폐기물 처리업
산업,3822,지정 폐기물 처리업
산업,38220,지정 폐기물 처리업
산업,3823,건설 폐기물 처리업
산업,38230,건설 폐기물 처리업
산업,3824,"방사성 폐기물 수집, 운반 및 처리업"
산업,38240,"방사성 폐기물 수집, 운반 및 처리업"
산업,383,"해체, 선별 및 원료 재생업"
산업,3831,"금속류 해체, 선별 및 원료 재생업"
산업,38311,금속류 해체 및 선별업
산업,38312,금속류 원료 재생업
산업,3832,"비금속류 해체, 선별 및 원료 재생업"
산업,38321,비금속류 해체 및 선별업
산업,38322,비금속류 원료 재생업
산업,39,환경 정화 및 복원업
산업,390,환경 정화 및 복원업
산업,3900,환경 정화 및 복원업
산업,39001,토양 및 지하수 정화업
산업,39009,기타 환경 정화 및 복원업
산업,41,종합 건설업
산업,411,건물 건설업
산업,4111,주거용 건물 건설업
산업,41111,단독 주택 건설업
산업,41112,아파트 건설업
산업,41119,기타 공동 주택 건설업
산업,4112,비주거용 건물 건설업
산업,41121,사무·상업용 및 공공기관용 건물 건설업
산업,41122,제조업 및 유사 산업용 건물 건설업
산업,41129,기타 비주거용 건물 건설업
산업,412,토목 건설업
산업,4121,지반조성 건설업
산업,41210,지반조성 건설업
산업,4122,토목 시설물 건설업
산업,41221,도로 건설업
산업,41222,"교량, 터널 및 철도 건설업"
산업,41223,"항만, 수로, 댐 및 유사 구조물 건설업"
산업,41224,환경설비 건설업
산업,41225,산업 생산시설 종합 건설업
산업,41226,조경 건설업
산업,41229,기타 토목 시설물 건설업
산업,42,전문직별 공사업
산업,421,기반조성 및 시설물 축조관련 전문공사업
산업,4211,건물 및 구축물 해체 공사업
산업,42110,건물 및 구축물 해체 공사업
산업,4212,기반조성 관련 전문공사업
산업,42121,토공사업
산업,42122,"보링, 그라우팅 및 관정 공사업"
산업,42123,파일공사 및 축조관련 기초 공사업
산업,42129,기타 기반조성 관련 전문공사업
산업,4213,"철골, 철근 및 콘크리트 공사업"
산업,42131,철골 및 관련 구조물 공사업
산업,42132,콘크리트 및 철근 공사업
산업,4219,기타 시설물 축조 관련 전문공사업
산업,42191,조적 및 석공사업
산업,42192,포장 공사업
산업,42193,철도 궤도 전문공사업
산업,42194,수중 공사업
산업,42195,비계 및 형틀 공사업
산업,42196,"지붕, 내·외벽 축조 관련 전문공사업"
산업,42199,기타 옥외 시설물 축조관련 전문공사업
산업,422,건물설비 설치 공사업
산업,4220,건물설비 설치 공사업
산업,42201,배관 및 냉·난방 공사업
산업,42202,건물용 기계·장비 설치 공사업
산업,42203,승강설비 설치 공사업
산업,42204,"방음, 방진 및 내화 공사업"
산업,42205,소방시설 공사업
산업,42209,기타 건물 관련설비 설치 공사업
산업,423,전기 및 통신 공사업
산업,4231,전기 공사업
산업,42311,일반 전기 공사업
산업,42312,내부 전기배선 공사업
산업,4232,통신 공사업
산업,42321,일반 통신 공사업
산업,42322,내부 통신배선 공사업
산업,424,실내건축 및 건축마무리 공사업
산업,4241,"도장, 도배 및 내장 공사업"
산업,42411,도장 공사업
산업,42412,"도배, 실내 장식 및 내장 목공사업"
산업,4242,유리 및 창호 공사업
산업,42420,유리 및 창호 공사업
산업,4249,기타 건축 마무리 공사업
산업,42491,"미장, 타일 및 방수 공사업"
산업,42492,건물용 금속 공작물 설치 공사업
산업,42499,그 외 기타 건축 마무리 공사업
산업,425,시설물 유지관리 공사업
산업,4250,시설물 유지관리 공사업
산업,42500,시설물 유지관리 공사업
산업,426,건설장비 운영업
산업,4260,건설장비 운영업
산업,42600,건설장비 운영업
산업,45,자동차 및 부품 판매업
산업,451,자동차 판매업
산업,4511,자동차 신품 판매업
산업,45110,자동차 신품 판매업
산업,4512,중고 자동차 판매업
산업,45120,중고 자동차 판매업
산업,452,자동차 부품 및 내장품 판매업
산업,4521,자동차 신품 부품 및 내장품 판매업
산업,45211,자동차 신품 타이어 및 튜브 판매업
산업,45212,자동차용 전용 신품 부품 판매업
산업,45213,자동차 내장용 신품 전기·전자·정밀기기 판매업
산업,45219,기타 자동차 신품 부품 및 내장품 판매업
산업,4522,자동차 중고 부품 및 내장품 판매업
산업,45220,자동차 중고 부품 및 내장품 판매업
산업,453,모터사이클 및 부품 판매업
산업,4530,모터사이클 및 부품 판매업
산업,45301,모터사이클 및 부품 도매업
산업,45302,모터사이클 및 부품 소매업
산업,46,도매 및 상품 중개업
산업,461,상품 중개업
산업,4610,상품 중개업
산업,46101,"산업용 농·축산물, 섬유 원료 및 동물 중개업"
산업,46102,음·식료품 및 담배 중개업
산업,46103,"섬유, 의복, 신발 및 가죽제품 중개업"
산업,46104,목재 및 건축자재 중개업
산업,46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
산업,46106,기계 및 장비 중개업
산업,46107,그 외 기타 특정 상품 중개업
산업,46109,상품 종합 중개업
산업,462,산업용 농·축산물 및 동·식물 도매업
산업,4620,산업용 농·축산물 및 동·식물 도매업
산업,46201,곡물 및 유지작물 도매업
산업,46202,종자 및 묘목 도매업
산업,46203,사료 도매업
산업,46204,화훼류 및 식물 도매업
산업,46205,육지 동물 및 반려 동물 도매업
산업,46209,기타 산업용 농산물 도매업
산업,463,음·식료품 및 담배 도매업
산업,4631,신선 식품 및 단순 가공 식품 도매업
산업,46311,과실류 도매업
산업,46312,"채소류, 서류 및 향신작물류 도매업"
산업,46313,육류 도매업
산업,46314,건어물 및 젓갈류 도매업
산업,46315,"신선, 냉동 및 기타 수산물 도매업"
산업,46319,기타 신선 식품 및 단순 가공 식품 도매업
산업,4632,가공식품 도매업
산업,46321,육류 가공식품 도매업
산업,46322,수산물 가공식품 도매업
산업,46323,"빵류, 과자류, 당류, 초콜릿 도매업"
산업,46324,낙농품 및 동·식물성 유지 도매업
산업,46325,커피 및 차류 도매업
산업,46326,조미료 도매업
산업,46329,기타 가공식품 도매업
산업,4633,음료 및 담배 도매업
산업,46331,주류 도매업
산업,46332,비알코올 음료 도매업
산업,46333,담배 도매업
산업,464,생활용품 도매업
산업,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업"
산업,46411,생활용 섬유 및 실 도매업
